file,title,definition,category,sub_category,def_cluster_400
./full_texts/10.1016/j.jmsy.2020.07.018/10.1016_j.jmsy.2020.07.018.json,Subject index to volumes 361-380,"defined Digital Twin as “an integrated multi-physics, multi-scale, probabilistic simulation of a vehicle or system that uses the best available physical models, sensor updates, fleet history, and so forth, to mirror the life of its flying twin.” It is worth noting that Digital Twins are more than just pure data, they also include models and algorithms, which ensure a maximum concordance between physical and virtual spaces, as well as retroactive actions (feedback) to the physical system",manufacturing and industrial engineering,manufacturing and industrial engineering,25
./full_texts/10.1016/j.jmsy.2023.01.012/10.1016_j.jmsy.2023.01.012.json,A knowledge-based Digital Shadow for machining industry in a Digital Twin perspective,"digital twin is a highly integrated system with multiple capabilities (supervisory, control, and predictive) and most AM technologies (especially metallic AMs) are still at their early development stages, currently there are only a few digital twins have been developed",manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'additive manufacturing', 'process monitoring', 'predictive maintenance']",266
./full_texts/10.1016/j.rser.2020.110077/10.1016_j.rser.2020.110077.json,Plastic flow anisotropy of pure zirconium after severe plastic deformation at room temperature,Digital twin is a mirror of the behavior of physical objects in digital space and is regarded as a core element of Industry 4.0 [30],energy and environmental sciences,energy and environmental sciences,273
./full_texts/10.1016/j.im.2023.103787/10.1016_j.im.2023.103787.json,Biomarkers of mental illness and the human hand: A systematic review,defined digital twin as “a dynamic and self-evolving digital model or simulation of a real-life subject or object representing the exact state of its physical twin at any given point of time via exchanging the real-time data as well as keeping the historical data,manufacturing and industrial engineering,['digital twin'],329
./full_texts/10.1016/j.im.2023.103787/10.1016_j.im.2023.103787.json,Biomarkers of mental illness and the human hand: A systematic review,digital twin is a good example of a hyped technology in which inflated vendor promises must be managed by customer firms to obtain business value,manufacturing and industrial engineering,['digital twin'],170
./full_texts/10.1016/j.im.2023.103787/10.1016_j.im.2023.103787.json,Biomarkers of mental illness and the human hand: A systematic review,"digital twin is a virtual representation of a physical asset or system that securely holds all relevant static and dynamic information from Concept to Decommissioning, enabling high-value collaborative services” (internal documents)",manufacturing and industrial engineering,manufacturing and industrial engineering,398
./full_texts/10.1016/j.earscirev.2023.104329/10.1016_j.earscirev.2023.104329.json,Workshops for promoting Robotics among future engineers,"digital twin is a digital replica of a system which closely and timely reflects the actual state of a physical system (Lin et al., 2021)",construction and infrastructure,construction and infrastructure,45
./full_texts/10.1016/B978-0-12-813598-3.00003-3/10.1016_B978-0-12-813598-3.00003-3.json,Robotics in master's degree including multi-disciplinary projects Case of Semester in first year of master's degree,Digital Twin is a bit misleading as it defines more of a digital copy or replica of a physical entity,technology and it,technology and it,359
./full_texts/10.1016/j.ifacol.2022.06.058/10.1016_j.ifacol.2022.06.058.json,Model Building for better Transfer of AI Systems using Reinforcement Learning from Simulation to the Physical World,digital twin is a model that resembles a real product and draws its data from sensors on the real product,manufacturing and industrial engineering,['digital twin'],186
./full_texts/10.1016/j.ifacol.2022.06.058/10.1016_j.ifacol.2022.06.058.json,Model Building for better Transfer of AI Systems using Reinforcement Learning from Simulation to the Physical World,digital twin is a model that sembles a real product and draws its data from sensors on the real product,manufacturing and industrial engineering,"['digital twin', 'additive manufacturing', 'process monitoring']",186
./full_texts/10.1016/j.ifacol.2022.06.058/10.1016_j.ifacol.2022.06.058.json,Model Building for better Transfer of AI Systems using Reinforcement Learning from Simulation to the Physical World,digital twin is a model that sembl s a real product and draws its data from sensors on the al product,manufacturing and industrial engineering,manufacturing and industrial engineering,186
./full_texts/10.1016/j.ifacol.2022.06.058/10.1016_j.ifacol.2022.06.058.json,Model Building for better Transfer of AI Systems using Reinforcement Learning from Simulation to the Physical World,"digital twin is a complete, application-independent digital description of products, devices, machines, plants, factories, and systems or processes",manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance']",347
./full_texts/10.1016/j.isatra.2022.03.007/10.1016_j.isatra.2022.03.007.json,An entity-relationship model of the flow of waste and resources in city-regions: Improving knowledge management for the circular economy,"digital twin is a simulation of a production system that is connected to the proposed component to make decisions on how to take action [14] on the real environment against production alterations without any changes in the physical system [3,15]",manufacturing and industrial engineering,manufacturing and industrial engineering,368
./full_texts/10.1016/j.jmsy.2020.11.017/10.1016_j.jmsy.2020.11.017.json,NGOs and Globalization of Education,"Digital Twins is a digital abstraction of a physical entity to virtualize assets, working as a detailed simulation of them and allowing to users device acting in the real world through the virtual one",manufacturing and industrial engineering,"['industrial internet', 'edge computing', 'artificial intelligence', 'machine learning']",91
./full_texts/10.1016/j.jmsy.2020.06.020/10.1016_j.jmsy.2020.06.020.json,Bibliography section,digital twin is a virtual representation describing a physical production process at a level of detail that is as comprehensive as is required for its purpose,manufacturing and industrial engineering,manufacturing and industrial engineering,120
./full_texts/10.1016/j.egyr.2023.09.048/10.1016_j.egyr.2023.09.048.json,Fabrication of dual-gradient microstructure and their effects on the mechanical properties of commercial pure Ti,digital twin is a mathematical model of the microgrids that takes into account as accurately as possible all the features of the modeled facility and its elements; this allows the formalization of the formation of tasks to be solved within the framework of its reliability management,manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'process monitoring', 'predictive maintenance']",92
./full_texts/10.1016/j.cola.2022.101121/10.1016_j.cola.2022.101121.json,Bibliography of biomedical ultrasound,digital twin is a set of pictures in smart manufacturing processes to conduct experiments,manufacturing and industrial engineering,manufacturing and industrial engineering,300
